Id	CharacterId	VitalityRecoveryType	VitalityRecovery	MoodRecoveryType	MoodRecovery	Pre	CompareType	AttrCondition[1]	AttrCondition[2]	Description	AttrTotal
235	1031004		600		500	5	1	6500	3500	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
236	1531004	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.	
237	1531004		300		50	2	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.	1200
238	1531004		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
239	1531004		500		200	4	1	2000	0	When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
240	1531004		600		500	5	1	3500	0	When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
241	1551003	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.	
242	1551003		300		50	2	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.	1200
243	1551003		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
244	1551003		500		200	4	1	3500	2000	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
245	1551003		600		500	5	1	6500	3500	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
246	1051004	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.	
247	1051004		300		50	2	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1,200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.	1200
248	1051004		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3,500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
249	1051004		500		200	4	1	3500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>3,500</color> points and <color=#FF4E4EFF>2,000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
250	1051004		600		500	5	1	6500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>6,500</color> points and <color=#FF4E4EFF>3,500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
251	1561003	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.	
252	1561003		300		50	2	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1,200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.	1200
253	1561003		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3,500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
254	1561003		500		200	4	1	0	3500	When the Utility and Beauty of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
255	1561003		600		500	5	1	0	6500	When the Utility and Beauty of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
256	1071004	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.	
257	1071004		300		50	2	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.	1200
258	1071004		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3,500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
259	1071004		500		200	4	1	0	2000	When the Beauty and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
260	1071004		600		500	5	1	0	3500	When the Beauty and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
261	1571003	1	100	1	100	1	1	0	0	"When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour."	
262	1571003		300		50	2	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
263	1571003		400		100	3	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
264	1571003		500		200	4	1	2000	3500	"When the Utility and Comfort of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
265	1571003		600		500	5	1	3500	6500	"When the Utility and Comfort of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
266	1041004	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color>points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color>point per hour.	
267	1041004		300		50	2	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
268	1041004		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
269	1041004		500		200	4	1	3500	2000	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
270	1041004		600		500	5	1	6500	3500	When the Comfort and Utility of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
271	1231002	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1,200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour.	
272	1231002		300		50	2	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
273	1231002		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
274	1231002		500		200	4	1	3500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
275	1231002		600		500	5	1	6500	0	When the Comfort and Beauty of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
276	1011004	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
277	1011004		300		50	2	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>1200</color>, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
278	1011004		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
279	1011004		500		200	4	1	0	3500	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Utility and <color=#FF4E4EFF>2000</color> Beauty, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
280	1011004		600		500	5	1	0	6500	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Utility and <color=#FF4E4EFF>3500</color> Beauty, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
281	1091003	1	100	1	100	1	1	0	0	"When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour."	
282	1091003		300		50	2	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
283	1091003		400		100	3	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
284	1091003		500		200	4	1	2000	0	"When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
285	1091003		600		500	5	1	3500	0	"When the Beauty and Comfort of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
286	1021005	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1,200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
287	1021005		300		50	2	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
288	1021005		400		100	3	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
289	1021005		500		200	4	1	0	2000	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Beauty and <color=#FF4E4EFF>2,000</color> Utility, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
290	1021005		600		500	5	1	0	3500	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Beauty and <color=#FF4E4EFF>3500</color> Utility, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
291	1241002	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1,200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
292	1241002		300		50	2	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
293	1241002		400		100	3	1	0	0	"When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
294	1241002		500		200	4	1	0	2000	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Beauty and <color=#FF4E4EFF>2,000</color> Utility, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
295	1241002		600		500	5	1	0	3500	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Beauty and <color=#FF4E4EFF>3500</color> Utility, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
296	1221003	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1,200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
297	1221003		300		50	2	1	0	0	"When the total score of the Dormitory has reached <color=#FF4E4EFF>1,200</color>, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
298	1221003		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3,500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
299	1221003		500		200	4	1	3500	2000	"When the Dormitory has reached <color=#FF4E4EFF>3,500</color> Comfort and <color=#FF4E4EFF>2,000</color> Utility, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
300	1221003		600		500	5	1	6500	3500	"When the Dormitory has reached <color=#FF4E4EFF>6,500</color> Comfort and <color=#FF4E4EFF>3,500</color> Utility, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
301	1251002	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1,200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
302	1251002		300		50	2	1	0	0	"When the total score of the Dormitory has reached <color=#FF4E4EFF>1,200</color>, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
303	1251002		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3,500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
304	1251002		500		200	4	1	2000	3500	"When the Dormitory has reached <color=#FF4E4EFF>3,500</color> Utility and <color=#FF4E4EFF>2000</color> Comfort, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
305	1251002		600		500	5	1	3500	6500	"When the Dormitory has reached <color=#FF4E4EFF>6,500</color> Utility and <color=#FF4E4EFF>3,500</color> Comfort, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
306	1261003	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
307	1261003		300		50	2	1	0	0	"When the total score of the Dormitory has reached <color=#FF4E4EFF>1200</color>, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
308	1261003		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
309	1261003		500		200	4	1	2000	3500	"When the Dormitory has reached <color=#FF4E4EFF>3,500</color> Utility and <color=#FF4E4EFF>2,000</color> Comfort, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
310	1261003		600		500	5	1	3500	6500	"When the Dormitory has reached <color=#FF4E4EFF>6,500</color> Utility and <color=#FF4E4EFF>3,500</color> Comfort, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
311	1271003	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1,200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
312	1271003		300		50	2	1	0	0	"When the total score of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
313	1271003		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3,500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
314	1271003		500		200	4	1	3500	2000	"When the Dormitory has reached <color=#FF4E4EFF>3,500</color> Comfort and <color=#FF4E4EFF>2,000</color> Utility, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
315	1271003		600		500	5	1	6500	3500	"When the Dormitory has reached <color=#FF4E4EFF>6,500</color> Comfort and <color=#FF4E4EFF>3,500</color> Utility, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
316	1281002	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1,200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
317	1281002		300		50	2	1	0	0	"When the total score of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
318	1281002		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3,500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
319	1281002		500		200	4	1	3500	2000	"When the Dormitory has reached <color=#FF4E4EFF>3,500</color> Comfort and <color=#FF4E4EFF>2,000</color> Utility, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
320	1281002		600		500	5	1	6500	3500	"When the Dormitory has reached <color=#FF4E4EFF>6,500</color> Comfort and <color=#FF4E4EFF>3,500</color> Utility, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
321	1081004	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
322	1081004		300		50	2	1	0	0	"When the total score of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
323	1081004		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
324	1081004		500		200	4	1	2000	3500	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Utility and <color=#FF4E4EFF>2000</color> Comfort, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
325	1081004		600		500	5	1	3500	6500	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Utility and <color=#FF4E4EFF>3500</color> Comfort, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
326	1521004	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
327	1521004		300		50	2	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>1200</color>, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
328	1521004		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
329	1521004		500		200	4	1	0	3500	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Utility and <color=#FF4E4EFF>2000</color> Beauty, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
330	1521004		600		500	5	1	0	6500	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Utility and <color=#FF4E4EFF>3500</color> Beauty, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
331	1291002	1	100	1	100	1	1	0	0	"When the total score of Dormitory is below <color=#FF4E4EFF>1200</color>, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
332	1291002		300		50	2	1	0	0	"When the total score of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
333	1291002		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
334	1291002		500		200	4	1	3500	0	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Utility and <color=#FF4E4EFF>2000</color> Beauty, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
335	1291002		600		500	5	1	6500	0	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Utility and <color=#FF4E4EFF>3500</color> Beauty, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
336	1171004	1	100	1	100	1	1	0	0	"When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour."	
337	1171004		300		50	2	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>1200</color>, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
338	1171004		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
339	1171004		500		200	4	1	3500	2000	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Utility and <color=#FF4E4EFF>2000</color> Beauty, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
340	1171004		600		500	5	1	6500	3500	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Utility and <color=#FF4E4EFF>3500</color> Beauty, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
341	1301002	1	100	1	100	1	1	0	0	"When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, both Constructs' Stamina and Mood will decrease by <color=#28CFFFFF>1</color> point per hour."	
342	1301002		300		50	2	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>1200</color>, Constructs will recover <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour."	1200
343	1301002		400		100	3	1	0	0	"When the total score of Dormitory has reached <color=#FF4E4EFF>3500</color>, Constructs will recover <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	3500
344	1301002		500		200	4	1	3500	0	"When the Dormitory has reached <color=#FF4E4EFF>3500</color> Utility and <color=#FF4E4EFF>2000</color> Beauty, Constructs will recover <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour."	5500
345	1301002		600		500	5	1	6500	0	"When the Dormitory has reached <color=#FF4E4EFF>6500</color> Utility and <color=#FF4E4EFF>3500</color> Beauty, Constructs will recover <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour."	10000
346	1241003	1	100	1	100	1	1	0	0	When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	
347	1241003		300		50	2	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>1200</color> points, Constructs will restore <color=#28CFFFFF>3</color> Stamina and <color=#28CFFFFF>0.5</color> Mood per hour.	1200
348	1241003		400		100	3	1	0	0	When the total value of the current Dormitory reaches <color=#FF4E4EFF>3500</color> points, Constructs will restore <color=#28CFFFFF>4</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour.	3500
349	1241003		500		200	4	1	0	2000	When the Utility and Beauty of the current Dormitory reach <color=#FF4E4EFF>3500</color> points and <color=#FF4E4EFF>2000</color> points respectively, Constructs will restore <color=#28CFFFFF>5</color> Stamina and <color=#28CFFFFF>2</color> Mood per hour.	5500
350	1241003		600		500	5	1	0	3500	When the Utility and Beauty of the current Dormitory reach <color=#FF4E4EFF>6500</color> points and <color=#FF4E4EFF>3500</color> points respectively, Constructs will restore <color=#28CFFFFF>6</color> Stamina and <color=#28CFFFFF>5</color> Mood per hour.	10000
351	1211003	1	100	1	100	1	1	0	0	"When the total value of the current Dormitory is under <color=#FF4E4EFF>1200</color> points, Constructs will lose <color=#28CFFFFF>1</color> Stamina and <color=#28CFFFFF>1</color> Mood per hour."	
