StageId	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId[1]	UnlockEventId[2]	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	PreEventId[3]	PreEventId[4]	ClearEventId[1]	ClearEventId[2]	ClearEventId[3]	DisappearCondition	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	FirstRequireActionPoint	FinishRequireActionPoint	CharacterLimitType	CareerSuggestType	AISuggestType	LimitBuffId	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	PreStageId[4]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[1]	StarRewardId[2]	StarRewardId[3]	TeamExp	FirstTeamExp	FinishTeamExp	CardExp	FirstCardExp	FinishCardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	DescEventId[1]	DescEventId[2]	DescEventId[3]	SettleLoseTipId	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]	MultiChallengeId	Restartable	ResetHpCount[1]	ResetHpCount[2]	ResetHpCount[3]	StoryUiStyle	OnlineMsgId	ForceAllyEffect	DisableDeadEffect	HideAction	Ability
30006850	Cage Asunder, Collar Ablaze - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat "Overseer"	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006851	Cage Asunder, Collar Ablaze - 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat "Overseer"	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006852	Death's Net - 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat Melinoe	Die no more than 5 times.	Die less than thrice													2	1							3						1	2	3		1									
30006853	Death's Net - 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat Melinoe	Die no more than 5 times.	Die less than thrice													2	1							3						1	2	3		1									
30006854	Death's Net - 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat Melinoe	Die no more than 5 times.	Die less than thrice													2	1							3						1	2	3		1									
30006855	Death's Net - 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat Melinoe	Die less than thrice	Die less than once													2	1							3						1	2	3		1									
30006856	Death's Net - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat Melinoe	Die less than once	Have all members survive.													2	1							3						1	2	3		1									
30006857	Death's Net - 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat Melinoe	Die less than once	Have all members survive.													2	1							3						1	2	3		1									
30006858	Liminal Rift 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat The Pseudo-Unwinged.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006859	Liminal Rift 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat The Pseudo-Unwinged.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006860	Liminal Rift 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat The Pseudo-Unwinged.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006861	Liminal Rift 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat The Pseudo-Unwinged.	Get taken down no more than 3 times.	Get taken down no more than once.													2	1							3						1	2	3		1									
30006862	Liminal Rift 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat The Pseudo-Unwinged.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006863	Liminal Rift 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat The Pseudo-Unwinged.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006864	Frostheart Amalgamated - 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat Zack the Frostheart Emperor.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006865	Frostheart Amalgamated - 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat Zack the Frostheart Emperor.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006866	Frostheart Amalgamated - 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat Zack the Frostheart Emperor.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006867	Frostheart Amalgamated - 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat Zack the Frostheart Emperor.	Get taken down no more than 3 times.	Get taken down no more than once.													2	1							3						1	2	3		1									
30006868	Frostheart Amalgamated - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat Zack the Frostheart Emperor.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006869	Frostheart Amalgamated - 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat Zack the Frostheart Emperor.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006870	The Last Light - 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat Margaret.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006871	The Last Light - 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat Margaret.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006872	The Last Light - 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat Margaret.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006873	The Last Light - 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat Margaret.	Get taken down no more than 3 times.	Get taken down no more than once.													2	1							3						1	2	3		1									
30006874	The Last Light - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat Margaret.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006875	The Last Light - 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat Margaret.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006876	The Absence Sings - 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat "Ezette".	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006877	The Absence Sings - 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat "Ezette".	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006878	The Absence Sings - 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat "Ezette".	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006879	The Absence Sings - 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat "Ezette".	Get taken down no more than 3 times.	Get taken down no more than once.													2	1							3						1	2	3		1									
30006880	The Absence Sings - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat "Ezette".	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006881	The Absence Sings - 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat "Ezette".	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006882	Nebulous Vigil - 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat "Vanguard".	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006883	Nebulous Vigil - 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat "Vanguard".	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006884	Nebulous Vigil - 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat "Vanguard".	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006885	Nebulous Vigil - 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat "Vanguard".	Get taken down no more than 3 times.	Get taken down no more than once.													2	1							3						1	2	3		1									
30006886	Nebulous Vigil - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat "Vanguard".	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006887	Nebulous Vigil - 6		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt6.png		101		20011			1													5					40							1																												Defeat "Vanguard".	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30006888	Bier's Echoes - 1		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt1.png		101		20011			1													1					40							1																												Defeat Tavis Spelmin.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006889	Bier's Echoes - 2		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt2.png		101		20011			1													2					40							1																												Defeat Tavis Spelmin.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006890	Bier's Echoes - 3		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt3.png		101		20011			1													3					40							1																												Defeat Tavis Spelmin.	Get taken down no more than 5 times.	Get taken down no more than 3 times.													2	1							3						1	2	3		1									
30006891	Bier's Echoes - 4		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt4.png		101		20011			1													4					40							1																												Defeat Tavis Spelmin.	Get taken down no more than 3 times.	Get taken down no more than once.													2	1							3						1	2	3		1									
30006892	Bier's Echoes - 5		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		101		20011			1													5					40							1																												Defeat Tavis Spelmin.	Get taken down no more than once.	Have all members survive.													2	1							3						1	2	3		1									
30010007	Comicon Team		Assets/Product/Texture/Image/UiActivityBossSingle/UiActivityBossDetailBt5.png		247		20011			1													5					40							1																												Defeat Fenrir	Get taken down no more than once.	Have all members survive.					30006205								2	1							3						1	2	3		1									
30062750	Storm Hunting Ground		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge01.png		238		20007			1													1					40							1																																											2	1										Rectangle			1	2	3		1									
30062751	Storm Hunting Ground		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge01.png		238		20007			1													2					40							1		30062750																																									2	1										Rectangle			1	2	3		1									
30062752	Storm Hunting Ground		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge01.png		238		20007			1													3					40							1		30062751																																									2	1										Rectangle			1	2	3		1									
30062753	Storm Hunting Ground		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge01.png		238		20007			1													4					40							1		30062752																																									2	1										Rectangle			1	2	3		1									
30062754	Storm Hunting Ground		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge01.png		238		20007			1													5					40							1		30062753																																									2	1										Rectangle			1	2	3		1									
30062755	Storm Hunting Ground		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabSweep01.png		238		20007			1													6					40							1		30062754																																									2	1										Square			1	2	3		1									
30062756	Code Invasion		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge02.png		238		20007			1													1					40							1																																											2	1										Rectangle			1	2	3		1									
30062757	Code Invasion		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge02.png		238		20007			1													2					40							1		30062756																																									2	1										Rectangle			1	2	3		1									
30062758	Code Invasion		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge02.png		238		20007			1													3					40							1		30062757																																									2	1										Rectangle			1	2	3		1									
30062759	Code Invasion		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge02.png		238		20007			1													4					40							1		30062758																																									2	1										Rectangle			1	2	3		1									
30062760	Code Invasion		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge02.png		238		20007			1													5					40							1		30062759																																									2	1										Rectangle			1	2	3		1									
30062761	Code Invasion		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabSweep02.png		238		20007			1													6					40							1		30062760																																									2	1										Square			1	2	3		1									
30062762	Light Closure		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge03.png		238		20007			1													1					40							1																																											2	1										Rectangle			1	2	3		1									
30062763	Light Closure		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge03.png		238		20007			1													2					40							1		30062762																																									2	1										Rectangle			1	2	3		1									
30062764	Light Closure		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge03.png		238		20007			1													3					40							1		30062763																																									2	1										Rectangle			1	2	3		1									
30062765	Light Closure		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge03.png		238		20007			1													4					40							1		30062764																																									2	1										Rectangle			1	2	3		1									
30062766	Light Closure		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge03.png		238		20007			1													5					40							1		30062765																																									2	1										Rectangle			1	2	3		1									
30062767	Light Closure		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabSweep03.png		238		20007			1													6					40							1		30062766																																									2	1										Square			1	2	3		1									
30062768	Overwriting Limit		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge04.png		238		20007			1													1					40							1																																											2	1										Rectangle02			1	2	3		1									
30062769	Overwriting Limit		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge04.png		238		20007			1													2					40							1		30062768																																									2	1										Rectangle02			1	2	3		1									
30062770	Overwriting Limit		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge04.png		238		20007			1													3					40							1		30062769																																									2	1										Rectangle02			1	2	3		1									
30062771	Overwriting Limit		Assets/Product/Texture/Image/UiMonsterCombat/UiMonsterCombatTabChallenge04.png		238		20007			1													4					40							1		30062770																																									2	1										Rectangle02			1	2	3		1									
30031101	Hidden Corner		Assets/Product/Texture/Image/UiSummerEpisode/bgStage.png		28		20007			1													1					40				1											2108011		2108011																	3	Clear the stage once	Clear the stage once without revival	Clear the stage once without taking damage and revival													2	1	1129						16			Rectangle																
30031201	Evasion Drill		Assets/Product/Texture/Image/UiSummerEpisode/bgStage.png		30		20007			1													2					40				1											2108011		2108011																	3	Clear the stage once	Take fewer than 100 hits	No hits taken													2	1	9050						3			Rectangle																
30031001	Sword & Watermelon		Assets/Product/Texture/Image/UiSummerEpisode/bgStage02.png		30		20007			1													1		1			40				1											2108011		2108011																3	3	The sword will become longer when hitting an object	Beware of the items that fall on the field	Become the last survivor													4	1							3			Rectangle																
30031301	Charge 37		Assets/Product/Texture/Image/UiSummerEpisode/bgStage02.png		30		20007			1													2		1			40				1											2108011		2108011																3	3	The Polar Soldier loses HP continuously	Stop losing HP by picking up a watermelon	Use charge to get a watermelon down													4	1							3			Rectangle																
30031406	Crabsgiving Day		Assets/Product/Texture/Image/UiSummerEpisode/bgStage.png		40		20011			1													1		1			40				1											401008		401008																3	3	Pick up the snowball to shoot it.	Once hit, the snowball can freeze the target.	Hitting the same target again will execute it.													4	1							2			Rectangle													1			
30031407	Summer Event Training Stage 1	Trial Area - Test			101					1			2										1												1																											3																4	1							12			Rectangle			1	2	3								1			
30031408	Summer Event Training Stage 2	Trial Area - Test			101					1			2										1												1																											3																4	1							12			Rectangle			1	2	3								1			
30130401	Summer Afternoon	It was a faded, old box. On its cover was a sunny holiday beach.	Assets/Product/Texture/Image/UiFubenDuanwu/YuDuanwu03.png		101					1													1	1				1	15						1																							1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1							12		2	Square			1	2	3											
30130402	Virtual Swimsuit	These are all swimsuits, aren't they?	Assets/Product/Texture/Image/UiFubenYurenjie/Yurenjie01.png		101					1													2	1				1							1		30130401																					1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1							12		2	Square			1	2	3											
30130403	Truth or Dare	Can't enjoy the beach without a truth or dare game!	Assets/Product/Texture/Image/UiFubenSwimming/swimming01.png		101					1													3	1				1	15						1		30130402					100701020	2105010	100702	2105010				15									1				3	Defeat all the Corrupted.	Do not ask Liv weird questions!												1		2	1	5008						12		1	Rectangle			1	2	3											
30130404	War on Beach	Running on the beach "battlefield" with "combat" suits.	Assets/Product/Texture/Image/UiFubenSwimming/swimming02.png		101					1													4	1				1	15						1		30130403					100701030	2105011	100703	2105011				15									1				3	Look for the real key item	All other items are traps												1		2	1	5007						12		1	Rectangle			1	2	3											
30130405	The "Surprise"	I'm already enjoying myself playing games with you all!	Assets/Product/Texture/Image/UiFubenSwimming/swimming03.png		101					1													5	1				1	15						1		30130404					100701040	2105012	100704	2105012				15									1				3	Defeat all the Corrupted.	Protect the watermelons												1		2	1	5007	5008					12		1	Rectangle			1	2	3											
30130406	A Brief Holiday	Let's enjoy the holiday a little longer.	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		101					1													6	1				1							1		30130405																					1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1							12		2	Square			1	2	3											
30130407	Special Gift	An unexpected present.	Assets/Product/Texture/Image/UiFubenYurenjie/UiFubenYurenjieImg01.png		101					1													7	1				1							1		30130406																					1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1							12		2	Square			1	2	3											
30130408	Whispering Forest	This is what the forest seems to be mumbling as the breeze gently ruffles the leaves.		Assets/Product/Texture/Image/UiFubenTuzhuang/UiFubenTuzhuangshiwanStory.png	143		20016			1													1	1											1																							1				3														1		2	1	2236								2	Square			1	2	3											
30130409	Farewell Wonderland	She bids the fearless fledgling bird with her last farewell.		Assets/Product/Texture/Image/UiFubenTuzhuang/UiFubenTuzhuangshiwanStory2.png	143		20016			1													1	1											1		30130408																					1				3														1		2	1	2236								2	Square			1	2	3											
30130410	Blooming Wings		Assets/Product/Texture/Image/UiFubenTuzhuang/UiFubenTuzhuangshiwanFight.png		143		20016			1													1	1											1		30130409						66479		66479													1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	2236								1	Square			1	2	3											
30130411	Winter Wanderer	If gods never existed, then why do humans pray?	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg1.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips1.png	230		20016			1													1	1											1																							1				3														1		2	1	2247								2	Square			1	2	3											
30130412	Hidden Scars	Some scars are just covered by snow—they're never truly gone.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineBattleBg1.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips2.png	230		20016			1													1	1											1		30130411						64086		64086													1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	2247								1	Square			1	2	3											
30130413	Snowy Prophecy	Everything is leading up to that prophecy of lonely death.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg2.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips3.png	230		20016			1													1	1											1		30130412																					1				3														1		2	1	2247								2	Square			1	2	3											
30130414	Oath to Death	Would you make a promise to me?	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineBattleBg2.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips4.png	230		20016			1													1	1											1		30130413						64086		64086													1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	2247								1	Square			1	2	3											
30130415	Shadowy Dream	Look, it's not just snow here, but also flowers.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	230		20016			1													1	1											1		30130414																					1				3														1		2	1	2247								2	Square			1	2	3											
30130416	Evening Breeze of Constellia	The evening breeze in Constellia is always the same, caressing everyone who pauses in its presence.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1																							1				3														1		2	1	2247								2	Square			1	2	3											
30130417	Summer Memoir	Summer doesn't always need to be vigorous and dazzling; sometimes, one can simply enjoy its gentle passage.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130416																					1				3														1		2	1	2247								2	Square			1	2	3											
30130418	Summer Analogy	"Shall I compare thee to a summer's day?"	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130417																					1				3														1		2	1	2247								2	Square			1	2	3											
30130419	Answer of Stars	"Let me think that there is one among those stars that guides my life through the dark unknown."	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130418																					1				3														1		2	1	2247								2	Square			1	2	3											
30130420	Summer Echoes	Evading the notice of all, those things once deemed lost have silently taken root and blossomed into flourishing trees.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130417																					1				3														1		2	1	2247								2	Square			1	2	3											
30130421	Scattered Waves	Embrace this moment's tranquility... Revel in the peace you have brought.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130420																					1				3														1		2	1	2247								2	Square			1	2	3											
30130422	Lone Summer Light	Under the milky moonlight stands a familiar figure.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130417																					1				3														1		2	1	2247								2	Square			1	2	3											
30130423	Glowing Warmth	Run away together? To a place where we can rest and cry our hearts out.	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/UiEpicFashionGachaStageLineStoryBg3.png	Assets/Product/Texture/Image/UiEpicFashionGachaStageLine/StageTips5.png	36		20016			1													1	1											1		30130422																					1				3														1		2	1	2247								2	Square			1	2	3											
30130424	Going Ashore	The search was interrupted by the storm.	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu01.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaStory01.png	230		20016			1													1	1											1																							1				3														1		2	1									2	Square			1	2	3											
30130425	Tide's Kiss	The sea will gently absorb all your negativities.	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu02.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaStory02.png	230		20016			1													1	1											1		30130424																					1				3														1		2	1									2	Square			1	2	3											
30130426	Caught in Storm	Calm waters are only temporary on the ocean.	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu03.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaFight01.png	230		20016			1													1	1											1		30130425						63112		63112													1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	128837								1	Square			1	2	3											
30130427	Fallen Abyss	The drowning fish is stranded in the ocean foam.	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu04.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaStory03.png	230		20016			1													1	1											1		30130426																					1				3														1		2	1									2	Square			1	2	3											
30130428	Caged Longing	It was only her petty greed.	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu05.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaStory04.png	230		20016			1													1	1											1		30130427																					1				3														1		2	1									2	Square			1	2	3											
30130429	Masked Bliss	What if—	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu06.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaFight02.png	230		20016			1													1	1											1		30130428						63112		63112													1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	128837								1	Square			1	2	3											
30130430	Sea Foam	The wandering waves had never touched the shore.	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaTu07.png	Assets/Product/Texture/Image/UiLottoLamiya/UiLottoLamiyaFight03.png	230		20016			1													1	1											1		30130429						63112		63112													1				3	Defeat all the Corrupted.	Carefully consider the choice of Constructs.												1		2	1	128837								1	Square			1	2	3											
30130431	Blue Bolt	Listening to the thunder in the silent snow.	Assets/Product/Texture/Image/UiGachaAlpha/UiGachaAlphaStoryBg01.png	Assets/Product/Texture/Image/UiGachaAlpha/UiGachaAlphaStory01.png	230		20016			1													1	1											1																							1				3														1		2	1									2	Square			1	2	3											
