Id	Name	BuffName[1]	BuffName[2]	DistributeTypes[1]	DistributeTypes[2]	Desc	Region	BuffIds[1]	BuffIds[2]	BuffDesc[1]	BuffDesc[2]	StageId[1]	StageId[2]	MarkId	IsAbandoned
214	Entropic Distortion	Shadowed Rift	Gelid Tower	11	9	Desperate Fight: Refresh only 1 enemy per wave	0	4175	4143	Dark DMG slightly increases, Darkflow DMG greatly increases.	Ice DMG slightly increases, Glaciation DMG greatly increases.	30080324	30080304	5	0
215	Entropic Distortion	Shadowed Rift	Gelid Tower	11	9	Joint Operation: Refresh multiple Normal and Elite enemies	0	4175	4143	Dark DMG slightly increases, Darkflow DMG greatly increases.	Ice DMG slightly increases, Glaciation DMG greatly increases.	30080323	30080303	3	0
216	Entropic Distortion	Shadowed Rift	Shattered Peak	11	8	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4175	4115	Dark DMG slightly increases, Darkflow DMG greatly increases.	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	30080227	30080207	3	0
217	Entropic Distortion	Shadowed Rift	Shattered Peak	11	8	Duo Challenge: Refresh 2 Elite enemies per wave	0	4175	4115	Dark DMG slightly increases, Darkflow DMG greatly increases.	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	30080225	30080205	4	0
218	Entropic Distortion	Shadowed Rift	Shattered Peak	11	8	Desperate Fight: Refresh only 1 enemy per wave	0	4175	4115	Dark DMG slightly increases, Darkflow DMG greatly increases.	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	30080224	30080204	5	0
219	Entropic Distortion	Shadowed Rift	Shattered Peak	11	8	Joint Operation: Refresh multiple Normal and Elite enemies	0	4175	4115	Dark DMG slightly increases, Darkflow DMG greatly increases.	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	30080223	30080203	3	0
220	Entropic Distortion	Machine Factory	Diffraction Void	1	12	Desperate Fight: Refresh only 1 enemy per wave	0	4001	4088	Physical DMG greatly increases, Ultima Slash DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
221	Entropic Distortion	Machine Factory	Diffraction Void	1	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4001	4088	Physical DMG greatly increases, Ultima Slash DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
222	Entropic Distortion	Machine Factory	Diffraction Void	1	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4001	4088	Physical DMG greatly increases, Ultima Slash DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
223	Entropic Distortion	Machine Factory	Diffraction Void	1	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4001	4088	Physical DMG greatly increases, Ultima Slash DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
224	Entropic Distortion	Crimson Frostland	Diffraction Void	2	12	Desperate Fight: Refresh only 1 enemy per wave	0	4002	4088	Ice DMG greatly increases, Glaciation DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
225	Entropic Distortion	Crimson Frostland	Diffraction Void	2	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4002	4088	Ice DMG greatly increases, Glaciation DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
226	Entropic Distortion	Crimson Frostland	Diffraction Void	2	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4002	4088	Ice DMG greatly increases, Glaciation DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
227	Entropic Distortion	Crimson Frostland	Diffraction Void	2	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4002	4088	Ice DMG greatly increases, Glaciation DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
228	Entropic Distortion	Cycle of Fire	Diffraction Void	3	12	Desperate Fight: Refresh only 1 enemy per wave	0	4003	4088	Fire DMG greatly increases, Ignition DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
229	Entropic Distortion	Cycle of Fire	Diffraction Void	3	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4003	4088	Fire DMG greatly increases, Ignition DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
230	Entropic Distortion	Cycle of Fire	Diffraction Void	3	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4003	4088	Fire DMG greatly increases, Ignition DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
231	Entropic Distortion	Cycle of Fire	Diffraction Void	3	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4003	4088	Fire DMG greatly increases, Ignition DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
232	Entropic Distortion	Laser Alloy	Diffraction Void	4	12	Desperate Fight: Refresh only 1 enemy per wave	0	4004	4088	Lightning DMG greatly increases, Plasma Beam and Raydiance DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
233	Entropic Distortion	Laser Alloy	Diffraction Void	4	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4004	4088	Lightning DMG greatly increases, Plasma Beam and Raydiance DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
234	Entropic Distortion	Laser Alloy	Diffraction Void	4	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4004	4088	Lightning DMG greatly increases, Plasma Beam and Raydiance DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
235	Entropic Distortion	Laser Alloy	Diffraction Void	4	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4004	4088	Lightning DMG greatly increases, Plasma Beam and Raydiance DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
236	Entropic Distortion	Shadow Forest	Diffraction Void	5	12	Desperate Fight: Refresh only 1 enemy per wave	0	4005	4088	Dark DMG greatly increases, Darkflow DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
237	Entropic Distortion	Shadow Forest	Diffraction Void	5	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4005	4088	Dark DMG greatly increases, Darkflow DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
238	Entropic Distortion	Shadow Forest	Diffraction Void	5	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4005	4088	Dark DMG greatly increases, Darkflow DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
239	Entropic Distortion	Shadow Forest	Diffraction Void	5	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4005	4088	Dark DMG greatly increases, Darkflow DMG slightly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
240	Entropic Distortion	Vortex Barrier	Diffraction Void	7	12	Desperate Fight: Refresh only 1 enemy per wave	0	4114	4088	Lightning and Raydiance Effect DMG slightly increase, Plasma Beam DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
241	Entropic Distortion	Vortex Barrier	Diffraction Void	7	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4114	4088	Lightning and Raydiance Effect DMG slightly increase, Plasma Beam DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
242	Entropic Distortion	Vortex Barrier	Diffraction Void	7	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4114	4088	Lightning and Raydiance Effect DMG slightly increase, Plasma Beam DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
243	Entropic Distortion	Vortex Barrier	Diffraction Void	7	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4114	4088	Lightning and Raydiance Effect DMG slightly increase, Plasma Beam DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
244	Entropic Distortion	Shattered Peak	Diffraction Void	8	12	Desperate Fight: Refresh only 1 enemy per wave	0	4115	4088	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
245	Entropic Distortion	Shattered Peak	Diffraction Void	8	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4115	4088	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
246	Entropic Distortion	Shattered Peak	Diffraction Void	8	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4115	4088	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
247	Entropic Distortion	Shattered Peak	Diffraction Void	8	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4115	4088	Physical DMG slightly increases, Ultima Slash DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
248	Entropic Distortion	Gelid Tower	Diffraction Void	9	12	Desperate Fight: Refresh only 1 enemy per wave	0	4143	4088	Ice DMG slightly increases, Glaciation DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
249	Entropic Distortion	Gelid Tower	Diffraction Void	9	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4143	4088	Ice DMG slightly increases, Glaciation DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
250	Entropic Distortion	Gelid Tower	Diffraction Void	9	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4143	4088	Ice DMG slightly increases, Glaciation DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
251	Entropic Distortion	Gelid Tower	Diffraction Void	9	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4143	4088	Ice DMG slightly increases, Glaciation DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
252	Entropic Distortion	Molten Chasm	Diffraction Void	10	12	Desperate Fight: Refresh only 1 enemy per wave	0	4161	4088	Fire DMG slightly increases, Ignition DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
253	Entropic Distortion	Molten Chasm	Diffraction Void	10	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4161	4088	Fire DMG slightly increases, Ignition DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
254	Entropic Distortion	Molten Chasm	Diffraction Void	10	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4161	4088	Fire DMG slightly increases, Ignition DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
255	Entropic Distortion	Molten Chasm	Diffraction Void	10	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4161	4088	Fire DMG slightly increases, Ignition DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
256	Entropic Distortion	Shadowed Rift	Diffraction Void	11	12	Desperate Fight: Refresh only 1 enemy per wave	0	4175	4088	Dark DMG slightly increases, Darkflow DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080623	30080603	5	0
257	Entropic Distortion	Shadowed Rift	Diffraction Void	11	12	Duo Challenge: Refresh 2 Elite enemies per wave	0	4175	4088	Dark DMG slightly increases, Darkflow DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080624	30080604	4	0
258	Entropic Distortion	Shadowed Rift	Diffraction Void	11	12	Number Advantage: 3 or 6 normal enemies spawn in every wave.	0	4175	4088	Dark DMG slightly increases, Darkflow DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080625	30080605	3	0
259	Entropic Distortion	Shadowed Rift	Diffraction Void	11	12	Joint Operation: Refresh multiple Normal and Elite enemies	0	4175	4088	Dark DMG slightly increases, Darkflow DMG greatly increases.	Every 3 waves, enemies gain Equilibrium Field.	30080626	30080606	3	0
